customer_id,order_date,order_id,hub_id,product_id,sales
339049,11-05-2019,10240748,4,2,21
338496,11-05-2019,10240753,4,25306,28
340149,11-05-2019,10240759,4,25310,21
339160,11-05-2019,10240763,4,15865,42
346835,11-05-2019,10240769,4,25304,42
338560,11-05-2019,10240775,4,1,78
341112,11-05-2019,10240779,4,2,21
341112,11-05-2019,10240779,4,4911,28
341112,11-05-2019,10240779,4,5012,20
341112,11-05-2019,10240779,4,5128,80
341112,11-05-2019,10240779,4,8921,24
341112,11-05-2019,10240779,4,8406,49
347200,11-05-2019,10240785,4,15862,46
346107,11-05-2019,10240791,4,1,52
341773,11-05-2019,10240796,4,25304,21
342388,11-05-2019,10240800,4,15869,70
342388,11-05-2019,10240800,4,25305,23
339230,11-05-2019,10240805,4,12,60
340248,11-05-2019,10240810,4,1,26
338547,11-05-2019,10240815,4,1,26
340716,11-05-2019,10240819,4,16151,20
340716,11-05-2019,10240819,4,1,182
340716,11-05-2019,10240819,4,4880,120
340716,11-05-2019,10240819,4,4714,63
340716,11-05-2019,10240819,4,4741,48
335593,11-05-2019,10240823,4,15865,84
335593,11-05-2019,10240823,4,15868,150
346668,11-05-2019,10240826,4,1,26
344183,11-05-2019,10240830,4,15858,21
340318,11-05-2019,10240834,4,2,63
337705,11-05-2019,10240838,4,17654,96
337705,11-05-2019,10240838,4,15858,42
337705,11-05-2019,10240838,4,6988,35
337705,11-05-2019,10240838,4,5072,16
337705,11-05-2019,10240838,4,5259,20
338514,11-05-2019,10240843,4,17928,44
337045,11-05-2019,10240848,4,1,26
344218,11-05-2019,10240854,4,2,42
344937,11-05-2019,10240858,4,15858,42
337471,11-05-2019,10240861,4,15894,46
337313,11-05-2019,10240865,4,2,42
337313,11-05-2019,10240865,4,1,26
341481,11-05-2019,10240870,4,2,42
341481,11-05-2019,10240870,4,9339,25
347543,11-05-2019,10240874,4,4835,40
347543,11-05-2019,10240874,4,15985,75
347543,11-05-2019,10240874,4,2359,265
347543,11-05-2019,10240874,4,14191,99
347543,11-05-2019,10240874,4,5130,189
347543,11-05-2019,10240874,4,5022,42
347543,11-05-2019,10240874,4,8914,20
347543,11-05-2019,10240874,4,5038,13
347543,11-05-2019,10240874,4,4879,40
347543,11-05-2019,10240874,4,5072,16
347543,11-05-2019,10240874,4,5259,20
347543,11-05-2019,10240874,4,5033,32
347552,11-05-2019,10240882,4,15858,63
347552,11-05-2019,10240882,4,25093,49.5
347556,11-05-2019,10240887,4,15858,42
347556,11-05-2019,10240887,4,4921,99
347556,11-05-2019,10240887,4,5038,13
341948,11-05-2019,10240892,4,25306,28
344066,11-05-2019,10240898,4,25306,28
347570,11-05-2019,10240903,4,15858,105
347576,11-05-2019,10240908,4,25306,28
347582,11-05-2019,10240912,4,15858,21
345896,11-05-2019,10240917,4,15861,36
345896,11-05-2019,10240917,4,15894,23
345896,11-05-2019,10240917,4,5045,49
347612,11-05-2019,10240921,4,15861,36
347612,11-05-2019,10240921,4,15858,21
337182,11-05-2019,10240926,4,15869,70
337182,11-05-2019,10240926,4,17934,31
337182,11-05-2019,10240926,4,25009,20
347609,11-05-2019,10240933,4,15858,84
347628,11-05-2019,10240938,4,1,26
347628,11-05-2019,10240938,4,5066,12
347628,11-05-2019,10240938,4,5067,35
347628,11-05-2019,10240938,4,5072,64
347628,11-05-2019,10240938,4,5259,80
347628,11-05-2019,10240938,4,4741,24
347606,11-05-2019,10240946,4,2,42
347641,11-05-2019,10240953,4,15858,21
347647,11-05-2019,10240957,4,1,26
344343,11-05-2019,10240964,4,15862,23
344343,11-05-2019,10240964,4,15868,75
341167,11-05-2019,10240968,4,25304,21
336368,11-05-2019,10240971,4,15858,84
344827,11-05-2019,10240975,4,15865,21
344827,11-05-2019,10240975,4,15858,21
347682,11-05-2019,10240981,4,16152,10
347682,11-05-2019,10240981,4,25304,21
347682,11-05-2019,10240981,4,25306,28
336648,11-05-2019,10240988,4,16152,10
336648,11-05-2019,10240988,4,25306,56
339975,11-05-2019,10240991,4,15858,21
339975,11-05-2019,10240991,4,5066,12
339975,11-05-2019,10240991,4,5067,35
339975,11-05-2019,10240991,4,5033,32
345475,11-05-2019,10240998,4,25007,25
345475,11-05-2019,10240998,4,1,26
345475,11-05-2019,10240998,4,5066,12
341789,11-05-2019,10241003,4,15862,23
341789,11-05-2019,10241003,4,5072,16
347687,11-05-2019,10241009,4,15861,18
347687,11-05-2019,10241009,4,15858,21
347687,11-05-2019,10241009,4,9339,25
347721,11-05-2019,10241013,4,15862,46
344379,11-05-2019,10241017,4,5130,189
344379,11-05-2019,10241017,4,11280,699
344379,11-05-2019,10241017,4,5090,92
344687,11-05-2019,10241024,4,3031,167.2
344687,11-05-2019,10241024,4,17654,32
344687,11-05-2019,10241024,4,5090,92
344687,11-05-2019,10241024,4,4882,100
344687,11-05-2019,10241024,4,5012,60
344687,11-05-2019,10241024,4,5125,60
344687,11-05-2019,10241024,4,5077,8
344687,11-05-2019,10241024,4,5072,32
344687,11-05-2019,10241024,4,8922,20
344687,11-05-2019,10241024,4,25304,21
344687,11-05-2019,10241024,4,5033,96
345296,11-05-2019,10241031,4,12,60
345296,11-05-2019,10241031,4,15858,42
347733,11-05-2019,10241035,4,15858,105
339906,11-05-2019,10241040,4,2,21
339906,11-05-2019,10241040,4,1,52
344426,11-05-2019,10241043,4,24645,96
344426,11-05-2019,10241043,4,5013,49
344426,11-05-2019,10241043,4,5125,24
344426,11-05-2019,10241043,4,5038,26
344426,11-05-2019,10241043,4,5066,24
344426,11-05-2019,10241043,4,4879,40
344426,11-05-2019,10241043,4,5034,24
344426,11-05-2019,10241043,4,5045,49
344426,11-05-2019,10241043,4,5017,14
344426,11-05-2019,10241043,4,5072,32
344426,11-05-2019,10241043,4,5044,26
344426,11-05-2019,10241043,4,4741,96
344433,11-05-2019,10241053,4,25310,63
339785,11-05-2019,10241058,4,15862,23
339785,11-05-2019,10241058,4,15894,23
343735,11-05-2019,10241062,4,2,63
346091,11-05-2019,10241067,4,15862,46
345988,11-05-2019,10241072,4,15862,46
345988,11-05-2019,10241072,4,4911,56
345988,11-05-2019,10241072,4,25308,18
345988,11-05-2019,10241072,4,5033,32
346160,11-05-2019,10241078,4,24642,22
346160,11-05-2019,10241078,4,5033,32
346518,11-05-2019,10241082,4,2,84
341543,11-05-2019,10241087,4,24638,28
343561,11-05-2019,10241092,4,5043,39
343561,11-05-2019,10241092,4,4879,40
343561,11-05-2019,10241092,4,5026,29
343561,11-05-2019,10241092,4,8953,13
343561,11-05-2019,10241092,4,8922,20
343561,11-05-2019,10241092,4,4741,24
347860,11-05-2019,10241098,4,16152,20
347860,11-05-2019,10241098,4,5013,98
347860,11-05-2019,10241098,4,6988,35
347860,11-05-2019,10241098,4,5090,92
341306,11-05-2019,10241104,4,15978,69
346268,11-05-2019,10241111,4,15858,21
346268,11-05-2019,10241111,4,5072,16
346268,11-05-2019,10241111,4,4741,24
347892,11-05-2019,10241115,4,5043,39
347892,11-05-2019,10241115,4,5124,29
347892,11-05-2019,10241115,4,5038,26
347892,11-05-2019,10241115,4,5066,12
347892,11-05-2019,10241115,4,5045,49
347892,11-05-2019,10241115,4,5128,80
347892,11-05-2019,10241115,4,8406,49
347892,11-05-2019,10241115,4,8953,13
344350,11-05-2019,10241121,4,15858,21
347130,11-05-2019,10241126,4,15858,21
340819,11-05-2019,10241131,4,2,42
338651,11-05-2019,10241136,4,5124,29
336354,11-05-2019,10241140,4,2,42
347744,11-05-2019,10241143,4,15862,46
342866,11-05-2019,10241148,4,2,42
347956,11-05-2019,10241152,4,15862,23
347956,11-05-2019,10241152,4,15865,21
347956,11-05-2019,10241152,4,15858,21
347956,11-05-2019,10241152,4,5125,12
347982,11-05-2019,10241158,4,15858,126
345017,11-05-2019,10241162,4,25306,56
337211,11-05-2019,10241167,4,2,84
348004,11-05-2019,10241171,4,15858,42
337230,11-05-2019,10241177,4,2,42
344478,11-05-2019,10241180,4,5080,32
342922,11-05-2019,10241187,4,1,26
337374,11-05-2019,10241192,4,24642,22
337575,11-05-2019,10241198,4,24638,28
337575,11-05-2019,10241198,4,24641,22
337575,11-05-2019,10241198,4,17928,22
337498,11-05-2019,10241202,4,15858,42
337498,11-05-2019,10241202,4,1,52
339379,11-05-2019,10241205,4,15862,23
339379,11-05-2019,10241205,4,2,21
339379,11-05-2019,10241205,4,5066,12
339379,11-05-2019,10241205,4,5033,32
341495,11-05-2019,10241210,4,15858,42
339065,11-05-2019,10241214,4,15861,18
339065,11-05-2019,10241214,4,15865,21
339065,11-05-2019,10241214,4,15858,21
339065,11-05-2019,10241214,4,24642,22
339065,11-05-2019,10241214,4,25007,25
339065,11-05-2019,10241214,4,25093,99
341444,11-05-2019,10241221,4,1,52
348144,11-05-2019,10241226,4,15858,42
345733,11-05-2019,10241231,4,5091,29
345733,11-05-2019,10241231,4,5012,20
345733,11-05-2019,10241231,4,5036,24
345733,11-05-2019,10241231,4,5125,12
345733,11-05-2019,10241231,4,5038,13
345733,11-05-2019,10241231,4,5072,16
345733,11-05-2019,10241231,4,8921,24
345733,11-05-2019,10241231,4,5259,20
345733,11-05-2019,10241231,4,8406,49
345733,11-05-2019,10241231,4,4741,24
340170,11-05-2019,10241240,4,15862,69
340170,11-05-2019,10241240,4,15858,42
340170,11-05-2019,10241240,4,5125,24
342437,11-05-2019,10241245,4,5030,30
342437,11-05-2019,10241245,4,5125,12
342437,11-05-2019,10241245,4,5038,26
342437,11-05-2019,10241245,4,5072,32
337382,11-05-2019,10241250,4,15862,69
337345,11-05-2019,10241256,4,2,63
339796,11-05-2019,10241259,4,2,42
340252,11-05-2019,10241263,4,14,64
340252,11-05-2019,10241263,4,16148,13
339860,11-05-2019,10241268,4,15858,42
339860,11-05-2019,10241268,4,1,26
337162,11-05-2019,10241273,4,24642,44
337162,11-05-2019,10241273,4,1,26
337300,11-05-2019,10241279,4,17654,32
337300,11-05-2019,10241279,4,15858,42
337300,11-05-2019,10241279,4,25007,25
337300,11-05-2019,10241279,4,2,21
337300,11-05-2019,10241279,4,5072,16
337300,11-05-2019,10241279,4,5259,20
337300,11-05-2019,10241279,4,5046,24
346210,11-05-2019,10241285,4,1,26
337363,11-05-2019,10241289,4,1,78
339915,11-05-2019,10241294,4,15862,23
339915,11-05-2019,10241294,4,15858,21
342751,11-05-2019,10241298,4,2,21
336382,11-05-2019,10241302,4,2,42
336382,11-05-2019,10241302,4,1,52
336544,11-05-2019,10241306,4,9412,20
345977,11-05-2019,10241310,4,15858,63
339856,11-05-2019,10241316,4,16152,10
339856,11-05-2019,10241316,4,2,84
345994,11-05-2019,10241320,4,2,21
339293,11-05-2019,10241325,4,15862,23
339293,11-05-2019,10241325,4,15858,21
347722,11-05-2019,10241329,4,1,26
341184,11-05-2019,10241335,4,15858,42
341184,11-05-2019,10241335,4,24759,40
341184,11-05-2019,10241335,4,17954,20
341184,11-05-2019,10241335,4,19552,35
342042,11-05-2019,10241340,4,25305,92
336034,11-05-2019,10241347,4,17931,56
342001,11-05-2019,10241351,4,2,21
342001,11-05-2019,10241351,4,1,52
342001,11-05-2019,10241351,4,25310,21
339743,11-05-2019,10241356,4,15858,42
339743,11-05-2019,10241356,4,24761,40
339743,11-05-2019,10241356,4,12347,20
339743,11-05-2019,10241356,4,4882,50
339743,11-05-2019,10241356,4,8916,24
339743,11-05-2019,10241356,4,5077,8
339743,11-05-2019,10241356,4,5067,35
339743,11-05-2019,10241356,4,5044,26
339743,11-05-2019,10241356,4,8953,13
335934,11-05-2019,10241364,4,25304,21
338542,11-05-2019,10241367,4,15858,42
337011,11-05-2019,10241372,4,15858,63
337011,11-05-2019,10241372,4,25317,40
339098,11-05-2019,10241376,4,15858,21
337430,11-05-2019,10241380,4,43,80
337430,11-05-2019,10241380,4,2,42
347583,11-05-2019,10241384,4,15858,21
347583,11-05-2019,10241384,4,5072,16
347583,11-05-2019,10241384,4,5080,32
347631,11-05-2019,10241391,4,14033,161
347631,11-05-2019,10241391,4,5043,39
347631,11-05-2019,10241391,4,8916,24
347631,11-05-2019,10241391,4,5125,12
347631,11-05-2019,10241391,4,5034,24
347631,11-05-2019,10241391,4,5072,16
347631,11-05-2019,10241391,4,5259,20
347631,11-05-2019,10241391,4,5095,30
347631,11-05-2019,10241391,4,5080,32
337145,11-05-2019,10241400,4,12,60
341390,11-05-2019,10241404,4,15858,21
341390,11-05-2019,10241404,4,24645,32
341390,11-05-2019,10241404,4,25007,25
341390,11-05-2019,10241404,4,5636,150
341390,11-05-2019,10241404,4,4882,50
341390,11-05-2019,10241404,4,5055,48
348451,11-05-2019,10241408,4,15858,42
348451,11-05-2019,10241408,4,8914,20
348451,11-05-2019,10241408,4,5036,24
348451,11-05-2019,10241408,4,8953,13
339443,11-05-2019,10241413,4,15858,42
339443,11-05-2019,10241413,4,16152,10
339443,11-05-2019,10241413,4,25318,30
343596,11-05-2019,10241417,4,50,20
343596,11-05-2019,10241417,4,15862,46
343596,11-05-2019,10241417,4,15865,42
343596,11-05-2019,10241417,4,24767,23
338565,11-05-2019,10241423,4,15858,84
338565,11-05-2019,10241423,4,25007,25
338565,11-05-2019,10241423,4,5091,29
338565,11-05-2019,10241423,4,5036,24
338565,11-05-2019,10241423,4,5125,24
338565,11-05-2019,10241423,4,5128,80
336641,11-05-2019,10241431,4,15862,23
338647,11-05-2019,10241435,4,15858,63
337243,11-05-2019,10241441,4,25310,126
336210,11-05-2019,10241445,4,2,42
348497,11-05-2019,10241449,4,8357,49
348497,11-05-2019,10241449,4,1,52
348035,11-05-2019,10241454,4,178,90
348035,11-05-2019,10241454,4,15861,18
348035,11-05-2019,10241454,4,25093,49.5
346908,11-05-2019,10241459,4,15983,215
346908,11-05-2019,10241459,4,24345,45
340392,11-05-2019,10241464,4,2,21
340392,11-05-2019,10241464,4,1,52
347737,11-05-2019,10241470,4,15858,42
347737,11-05-2019,10241470,4,25313,24
344268,11-05-2019,10241476,4,24642,22
344268,11-05-2019,10241476,4,25306,28
347651,11-05-2019,10241478,4,15862,23
338571,11-05-2019,10241481,4,15858,21
338571,11-05-2019,10241481,4,1,26
339880,11-05-2019,10241486,4,15894,46
340394,11-05-2019,10241487,4,15862,69
337463,11-05-2019,10241493,4,24638,28
337463,11-05-2019,10241493,4,16152,10
337463,11-05-2019,10241493,4,16151,10
337463,11-05-2019,10241493,4,14314,10
345332,11-05-2019,10241499,4,24641,44
348670,11-05-2019,10241503,4,5762,55.2
348670,11-05-2019,10241503,4,2473,140
348670,11-05-2019,10241503,4,7248,55
348670,11-05-2019,10241503,4,14,64
348670,11-05-2019,10241503,4,12,60
348670,11-05-2019,10241503,4,24652,70
348670,11-05-2019,10241503,4,24653,30
348670,11-05-2019,10241503,4,2655,58.2
348670,11-05-2019,10241503,4,2656,48.5
348670,11-05-2019,10241503,4,25050,21
348670,11-05-2019,10241503,4,5093,358
348670,11-05-2019,10241503,4,25318,12
348670,11-05-2019,10241503,4,25430,25
338104,11-05-2019,10241512,4,14,64
336496,11-05-2019,10241516,4,14,64
336496,11-05-2019,10241516,4,15894,23
348699,11-05-2019,10241519,4,24638,28
348699,11-05-2019,10241519,4,24641,22
339080,11-05-2019,10241525,4,2,21
339080,11-05-2019,10241525,4,1,26
337448,11-05-2019,10241531,4,24641,22
337448,11-05-2019,10241531,4,25007,25
337448,11-05-2019,10241531,4,25306,56
345580,11-05-2019,10241538,4,15862,23
345580,11-05-2019,10241538,4,15858,21
347901,11-05-2019,10241543,4,15858,42
342519,11-05-2019,10241547,4,25304,21
342519,11-05-2019,10241547,4,25306,28
348806,11-05-2019,10241553,4,3832,89
348806,11-05-2019,10241553,4,4880,120
344775,11-05-2019,10241558,4,15858,21
344775,11-05-2019,10241558,4,1,26
337124,11-05-2019,10241563,4,15858,42
337124,11-05-2019,10241563,4,9339,25
337124,11-05-2019,10241563,4,4911,56
337124,11-05-2019,10241563,4,5067,35
337124,11-05-2019,10241563,4,5072,16
337124,11-05-2019,10241563,4,5033,32
337347,11-05-2019,10241569,4,15858,42
338477,11-05-2019,10241573,4,15858,63
338410,11-05-2019,10241578,4,14,64
338410,11-05-2019,10241578,4,24645,32
338410,11-05-2019,10241578,4,2,21
340655,11-05-2019,10241582,4,4965,120
340655,11-05-2019,10241582,4,4075,249
340655,11-05-2019,10241582,4,10872,150.4
340655,11-05-2019,10241582,4,15858,21
340655,11-05-2019,10241582,4,25007,25
340655,11-05-2019,10241582,4,14314,10
348803,11-05-2019,10241590,4,1,78
337403,11-05-2019,10241595,4,15858,42
341447,11-05-2019,10241598,4,4529,67.15
341447,11-05-2019,10241598,4,4911,28
341447,11-05-2019,10241598,4,8407,59
336106,12-05-2019,10286518,4,2,21
336106,12-05-2019,10286518,4,1,26
336106,12-05-2019,10286518,4,5067,35
336243,12-05-2019,10286519,4,15858,44
336263,12-05-2019,10286520,4,2,42
336263,12-05-2019,10286520,4,5026,29
336233,12-05-2019,10286521,4,15858,22
336233,12-05-2019,10286521,4,1,52
336723,12-05-2019,10286522,4,1,52
337122,12-05-2019,10286523,4,2,42
336385,12-05-2019,10286524,4,15865,48
337566,12-05-2019,10286525,4,2,21
337584,12-05-2019,10286526,4,14,64
337584,12-05-2019,10286526,4,1,26
337799,12-05-2019,10286527,4,12,60
337799,12-05-2019,10286527,4,15865,24
337799,12-05-2019,10286527,4,2,21
337799,12-05-2019,10286527,4,4911,28
337427,12-05-2019,10286528,4,2,84
337875,12-05-2019,10286529,4,1,26
337335,12-05-2019,10286530,4,15858,44
338469,12-05-2019,10286531,4,1,52
339126,12-05-2019,10286532,4,2,21
339126,12-05-2019,10286532,4,1,26
339273,12-05-2019,10286533,4,1,26
338024,12-05-2019,10286534,4,14,64
337672,12-05-2019,10286535,4,2,42
337672,12-05-2019,10286535,4,1,52
340665,12-05-2019,10286536,4,2,21
340665,12-05-2019,10286536,4,1,52
340738,12-05-2019,10286537,4,2,21
340738,12-05-2019,10286537,4,5044,26
341835,12-05-2019,10286538,4,15858,22
341835,12-05-2019,10286538,4,1,52
341835,12-05-2019,10286538,4,5259,20
339331,12-05-2019,10286539,4,15858,88
342994,12-05-2019,10286540,4,14,64
342994,12-05-2019,10286540,4,4911,140
344282,12-05-2019,10286542,4,1,26
342042,12-05-2019,10286544,4,25305,92
344414,12-05-2019,10286546,4,25304,42
341276,12-05-2019,10286547,4,2,21
339049,12-05-2019,10286549,4,2,21
338496,12-05-2019,10286551,4,16151,40
338496,12-05-2019,10286551,4,1,26
338496,12-05-2019,10286551,4,5012,20
338496,12-05-2019,10286551,4,5125,12
338496,12-05-2019,10286551,4,5066,12
338496,12-05-2019,10286551,4,25306,28
340149,12-05-2019,10286553,4,25310,21
346835,12-05-2019,10286555,4,5013,49
346835,12-05-2019,10286555,4,5030,30
346835,12-05-2019,10286555,4,5016,45
346835,12-05-2019,10286555,4,5038,39
346835,12-05-2019,10286555,4,5067,35
346835,12-05-2019,10286555,4,25304,21
338560,12-05-2019,10286557,4,1,78
341112,12-05-2019,10286559,4,2,21
341112,12-05-2019,10286559,4,4911,28
347200,12-05-2019,10286561,4,15862,58
338547,12-05-2019,10286563,4,1,26
342511,12-05-2019,10286565,4,15858,44
346160,12-05-2019,10286569,4,24642,22
346160,12-05-2019,10286569,4,25009,20
346160,12-05-2019,10286569,4,5066,12
346160,12-05-2019,10286569,4,5128,80
346160,12-05-2019,10286569,4,8953,13
346668,12-05-2019,10286573,4,1,26
344183,12-05-2019,10286577,4,15858,22
340318,12-05-2019,10286580,4,2,42
337045,12-05-2019,10286584,4,1,26
344218,12-05-2019,10286588,4,2,21
337471,12-05-2019,10286591,4,24639,48
337471,12-05-2019,10286591,4,5125,12
337471,12-05-2019,10286591,4,5034,48
344066,12-05-2019,10286596,4,25305,23
344066,12-05-2019,10286596,4,25306,28
337313,12-05-2019,10286600,4,15865,24
337313,12-05-2019,10286600,4,2,42
337313,12-05-2019,10286600,4,1,26
347552,12-05-2019,10286605,4,15858,66
347556,12-05-2019,10286608,4,15858,44
347576,12-05-2019,10286611,4,25306,28
337401,12-05-2019,10286615,4,24638,28
347582,12-05-2019,10286620,4,2,21
347609,12-05-2019,10286623,4,15858,88
347641,12-05-2019,10286625,4,15858,22
347647,12-05-2019,10286628,4,17931,28
347647,12-05-2019,10286628,4,4911,56
344343,12-05-2019,10286633,4,15862,29
347682,12-05-2019,10286636,4,25307,20
347682,12-05-2019,10286636,4,25304,21
347682,12-05-2019,10286636,4,25306,28
347683,12-05-2019,10286641,4,15865,48
345475,12-05-2019,10286646,4,1,26
345475,12-05-2019,10286646,4,12347,20
345475,12-05-2019,10286646,4,8914,20
345475,12-05-2019,10286646,4,5126,44
345475,12-05-2019,10286646,4,5159,24
345475,12-05-2019,10286646,4,8921,24
345475,12-05-2019,10286646,4,5259,20
345475,12-05-2019,10286646,4,5095,30
345475,12-05-2019,10286646,4,4741,24
344687,12-05-2019,10286652,4,25304,21
347733,12-05-2019,10286655,4,15858,22
345296,12-05-2019,10286658,4,15862,29
345296,12-05-2019,10286658,4,15894,23
345296,12-05-2019,10286658,4,15858,22
345296,12-05-2019,10286658,4,25318,18
346091,12-05-2019,10286661,4,15862,29
343735,12-05-2019,10286663,4,24641,66
344433,12-05-2019,10286666,4,25310,63
346027,12-05-2019,10286670,4,25310,21
346518,12-05-2019,10286675,4,2,84
341543,12-05-2019,10286679,4,24638,28
341543,12-05-2019,10286679,4,4955,25
341543,12-05-2019,10286679,4,4957,25
339130,12-05-2019,10286682,4,25310,42
347130,12-05-2019,10286686,4,15858,22
347130,12-05-2019,10286686,4,25093,49.5
341481,12-05-2019,10286690,4,2,42
341481,12-05-2019,10286690,4,9339,23
340819,12-05-2019,10286694,4,2,42
336354,12-05-2019,10286696,4,2,21
348004,12-05-2019,10286700,4,15858,44
339140,12-05-2019,10286703,4,14162,60
339140,12-05-2019,10286703,4,15858,22
339140,12-05-2019,10286703,4,4911,28
337230,12-05-2019,10286709,4,2,42
341444,12-05-2019,10286712,4,1,52
341444,12-05-2019,10286712,4,4911,168
341444,12-05-2019,10286712,4,4882,50
337382,12-05-2019,10286715,4,15862,29
344070,12-05-2019,10286719,4,25304,21
348096,12-05-2019,10286722,4,2,42
342001,12-05-2019,10286728,4,1,52
342001,12-05-2019,10286728,4,25310,21
338542,12-05-2019,10286732,4,15858,44
341387,12-05-2019,10286738,4,1,26
347583,12-05-2019,10286742,4,15858,22
347583,12-05-2019,10286742,4,5124,29
347583,12-05-2019,10286742,4,5125,12
337145,12-05-2019,10286745,4,22180,95
337145,12-05-2019,10286745,4,12,60
337145,12-05-2019,10286745,4,4911,56
343596,12-05-2019,10286750,4,15862,58
338647,12-05-2019,10286754,4,15858,88
336210,12-05-2019,10286758,4,2,42
347737,12-05-2019,10286764,4,15862,145
347737,12-05-2019,10286764,4,15858,44
340392,12-05-2019,10286769,4,2,21
340392,12-05-2019,10286769,4,1,52
344268,12-05-2019,10286773,4,24642,44
344268,12-05-2019,10286773,4,25306,28
347651,12-05-2019,10286776,4,15862,29
348578,12-05-2019,10286780,4,25306,28
338571,12-05-2019,10286785,4,25310,21
337363,12-05-2019,10286788,4,1,78
348694,12-05-2019,10286792,4,1,26
339104,12-05-2019,10286796,4,15858,88
348451,12-05-2019,10286805,4,15858,44
347901,12-05-2019,10286810,4,15858,22
347655,12-05-2019,10286815,4,1,26
348803,12-05-2019,10286821,4,1,78
337403,12-05-2019,10286825,4,15858,44
337780,12-05-2019,10286828,4,2,63
336339,12-05-2019,10286833,4,9337,40
337413,12-05-2019,10286837,4,17634,364
337413,12-05-2019,10286837,4,15861,63
340655,12-05-2019,10286842,4,17648,112
340655,12-05-2019,10286842,4,15858,22
340655,12-05-2019,10286842,4,3999,130
337240,12-05-2019,10286846,4,15858,22
345896,12-05-2019,10286851,4,14,64
345896,12-05-2019,10286851,4,16152,10
345896,12-05-2019,10286851,4,9339,23
340394,12-05-2019,10286854,4,16152,10
340394,12-05-2019,10286854,4,1,52
340394,12-05-2019,10286854,4,5125,12
338830,12-05-2019,10286860,4,15858,22
338830,12-05-2019,10286860,4,1,52
345977,12-05-2019,10286862,4,23829,100
345977,12-05-2019,10286862,4,15865,48
345977,12-05-2019,10286862,4,15858,44
345977,12-05-2019,10286862,4,16148,13
345977,12-05-2019,10286862,4,5093,179
345977,12-05-2019,10286862,4,4880,60
345977,12-05-2019,10286862,4,8407,59
338158,12-05-2019,10286868,4,1,52
346107,12-05-2019,10286875,4,15862,58
346107,12-05-2019,10286875,4,5080,32
345017,12-05-2019,10286879,4,25306,84
348144,12-05-2019,10286883,4,5180,65
348144,12-05-2019,10286883,4,15858,44
347744,12-05-2019,10286888,4,15858,44
335593,12-05-2019,10286892,4,1,78
344827,12-05-2019,10286896,4,2,21
344827,12-05-2019,10286896,4,1,26
340170,12-05-2019,10286900,4,15858,132
347721,12-05-2019,10286904,4,15865,24
347721,12-05-2019,10286904,4,25009,20
347721,12-05-2019,10286904,4,16152,10
347721,12-05-2019,10286904,4,16151,10
347721,12-05-2019,10286904,4,5128,80
339658,12-05-2019,10286910,4,24639,48
339658,12-05-2019,10286910,4,17929,24
336543,12-05-2019,10286917,4,15862,29
